 0.814185 1.07501
 -0.884536 -1.05726
 0.949348 1.03108
 -1.00855 -1.00313
 1.06304 0.973561
 -1.11356 -0.942494
 1.16069 0.910035
 -1.20489 -0.876274
 1.24656 0.841288
 -1.28602 -0.805146
 1.32352 0.767905
 -1.35928 -0.72962
 1.39351 0.690337
 -1.42634 -0.650097
 1.45793 0.608938
 -1.48839 -0.566894
 1.51782 0.523996
 -1.5463 -0.480271
 1.57392 0.435747
 -1.60074 -0.390445
 1.62683 0.344389
 -1.65224 -0.297598
 1.67701 0.250091
 -1.70119 -0.201886
 1.72482 0.152998
 -1.74792 -0.103444
 1.77053 0.0532377
 -1.79268 -0.00239273
 1.81438 -0.0490779
 -1.83566 0.101162
 1.85652 -0.153847
 -1.87697 0.207122
 1.897 -0.260974
 -1.91657 0.315392
 1.93564 -0.370361
 -1.95407 0.425865
 1.97168 -0.481884
 -1.9881 0.53839
 2.00272 -0.595341
 -2.01443 0.652671
 2.02135 -0.710273
 -2.02025 0.767967
 2.00567 -0.825454
 -1.96894 0.882234
 1.89741 -0.937504
 -1.77574 0.990054
 1.59164 -1.03826
 -1.34564 1.0803
 1.05712 -1.11465
 -0.757205 1.14053
