 0.796759 1.06765
 -1.00771 -0.962133
 1.16043 0.873234
 -1.28464 -0.773103
 1.39038 0.66362
 -1.48332 -0.546042
 1.56688 0.421265
 -1.64327 -0.28996
 1.714 0.152647
 -1.78012 -0.00974497
 1.84239 -0.138403
 -1.90126 0.291502
 1.95649 -0.449273
 -2.00438 0.611315
 2.0195 -0.776299
 -1.85063 0.93698
 1.11546 -1.06267
 -0.186457 1.11406
 -0.389362 -1.10351
 0.726697 1.05679
 -0.950209 -0.987694
 1.11547 0.90294
 -1.24736 -0.806149
 1.35823 0.699492
 -1.45481 -0.584386
 1.54108 0.461825
 -1.61957 -0.33254
 1.69197 0.197096
 -1.75947 -0.0559369
 1.8229 -0.0905705
 -1.88283 0.242119
 1.93934 -0.398432
 -1.99054 0.559178
 2.02254 -0.723526
 -1.94663 0.887305
 1.41768 -1.02952
 -0.449308 1.10585
 -0.240097 -1.11178
 0.635521 1.0746
 -0.886979 -1.01168
 1.06718 0.931431
 -1.20799 -0.838196
 1.32465 0.734506
 -1.42526 -0.621973
 1.51449 0.501701
 -1.59525 -0.374495
 1.66945 0.240963
 -1.73841 -0.101585
 1.80306 -0.0432516
 -1.86406 0.193222
