 0.825653 1.08079
 -0.791636 -1.12564
 0.759886 1.13501
 -0.726712 -1.14399
 0.691995 1.15256
 -0.655604 -1.1607
 0.617397 1.16838
 -0.577217 -1.1756
 0.534891 1.18232
 -0.490231 -1.18851
 0.443032 1.19415
 -0.393072 -1.1992
 0.340109 1.20363
 -0.283888 -1.2074
 0.224138 1.21047
 -0.160578 -1.2128
 0.092924 1.21433
 -0.020896 -1.21502
 -0.055766 1.21482
 0.137285 -1.21366
 -0.223822 1.21148
 0.315446 -1.20823
 -0.412094 1.20384
 0.513533 -1.19826
 -0.619317 1.19142
 0.728745 -1.18329
 -0.840839 1.17381
 0.954341 -1.16297
 -1.06774 1.15076
 1.17935 -1.13719
 -1.2874 1.1223
 1.39017 -1.10612
 -1.48615 1.08875
 1.57411 -1.07026
 -1.65323 1.05077
 1.72311 -1.03037
 -1.78373 1.00919
 1.83541 -0.987329
 -1.87875 0.964896
 1.91448 -0.941986
 -1.94343 0.918686
 1.96645 -0.895073
 -1.98437 0.871214
 1.99793 -0.847166
 -2.00782 0.822977
 2.01463 -0.798687
 -2.01889 0.774331
 2.02102 -0.749937
 -2.0214 0.725528
 2.02034 -0.701124
