 0.840539 1.08972
 -0.658874 -1.22315
 0.424584 1.26318
 -0.111515 -1.28337
 -0.314358 1.27673
 0.860407 -1.23435
 -1.422 1.15035
 1.80984 -1.03068
 -1.9793 0.890977
 2.02002 -0.744179
 -2.00626 0.596701
 1.97123 -0.451126
 -1.92725 0.308483
 1.87862 -0.169242
 -1.82679 0.0336798
 1.77208 0.0979844
 -1.71442 -0.22554
 1.65346 0.348758
 -1.58872 -0.467382
 1.5195 0.581111
 -1.4449 -0.689585
 1.36367 0.792368
 -1.27411 -0.888915
 1.17379 0.978534
 -1.0592 -1.06032
 0.924967 1.13304
 -0.762752 -1.19498
 0.559157 1.24364
 -0.292715 -1.27527
 -0.0680784 1.28417
 0.552691 -1.26225
 -1.12814 1.20095
 1.6295 -1.09899
 -1.91016 0.968109
 2.00834 -0.823974
 -2.01774 0.67637
 1.99179 -0.529574
 -1.95179 0.385264
 1.90538 -0.24414
 -1.8552 0.106558
 1.80204 0.0272409
 -1.746 -0.157046
 1.68688 0.282641
 -1.62426 -0.403786
 1.55756 0.520204
 -1.486 -0.63157
 1.40853 0.737492
 -1.32372 -0.837488
 1.22959 0.930952
 -1.12325 -1.0171
