 0.809131 1.07272
 -0.922505 -1.02867
 1.01859 0.984995
 -1.10265 -0.937288
 1.17752 0.88602
 -1.24519 -0.831554
 1.30709 0.774181
 -1.3643 -0.714136
 1.4176 0.651609
 -1.46762 -0.586763
 1.51485 0.519733
 -1.55966 -0.450636
 1.60237 0.379574
 -1.64322 -0.306635
 1.68244 0.231897
 -1.72018 -0.15543
 1.7566 0.0772971
 -1.79181 0.00244499
 1.82592 -0.0837444
 -1.85898 0.166553
 1.89102 -0.250825
 -1.92199 0.336513
 1.95166 -0.423565
 -1.97937 0.51191
 2.00349 -0.601429
 -2.01986 0.691881
 2.01818 -0.782721
 -1.97406 0.872663
 1.83834 -0.9588
 -1.54802 1.03556
 1.10222 -1.09554
 -0.611797 1.13397
 0.187599 -1.15158
 0.140712 1.15229
 -0.389168 -1.14013
 0.580588 1.11816
 -0.73266 -1.08853
 0.857349 1.05271
 -0.962524 -1.01175
 1.0534 0.966408
 -1.13351 -0.91723
 1.2053 0.864646
 -1.27052 -0.808989
 1.33044 0.750524
 -1.386 -0.689467
 1.43793 0.625997
 -1.48679 -0.560264
 1.53301 0.492396
 -1.57694 -0.422503
 1.61889 0.350682
