 0.829214 1.08276
 -0.760993 -1.14798
 0.690003 1.16668
 -0.611791 -1.18346
 0.525026 1.19812
 -0.428101 -1.21041
 0.319116 1.22006
 -0.195876 -1.22673
 0.0559891 1.23001
 0.102893 -1.22945
 -0.28255 1.22453
 0.48328 -1.21471
 -0.702572 1.19948
 0.933725 -1.17842
 -1.16533 1.15138
 1.38287 -1.11852
 -1.57252 1.08039
 1.72546 -1.03784
 -1.83978 0.991853
 1.91928 -0.94338
 -1.97065 0.893238
 2.00095 -0.842059
 -2.01624 0.790304
 2.02115 -0.738298
 -2.019 0.686262
 2.01209 -0.634347
 -2.00193 0.582654
 1.98956 -0.531253
 -1.97563 0.480191
 1.96059 -0.429504
 -1.94473 0.379215
 1.92823 -0.329343
 -1.91121 0.279903
 1.89375 -0.230907
 -1.87589 0.182365
 1.85767 -0.134289
 -1.8391 0.0866859
 1.82019 -0.0395657
 -1.80092 -0.00706289
 1.78131 0.0531909
 -1.76133 -0.0988092
 1.74098 0.143908
 -1.72023 -0.188478
 1.69907 0.232508
 -1.67747 -0.275987
 1.65541 0.318905
 -1.63287 -0.361248
 1.60981 0.403004
 -1.5862 -0.44416
 1.56201 0.484699
